Probe name,Rating in cell,Rating in organism,Number of Ratings,Unsuitable,URL,Target name,Target class,Target subclass,Published on,Uniprot ID,InChI key,SMILES,PAINS,Toxicophore,ChEMBL ID,canSAR ID,Reference (PMID),Mechanism of action,Potency value,Potency assay,Potency value in cells,Potency assay (cells),Potency in cells,Organism,Dose,Control compound
MU1210,2.0,0.0,1.0,No,https://www.chemicalprobes.org/mu1210,"CLK1, CLK2, CLK4","Kinase, Kinase, Kinase","CMGC, CMGC, CMGC",2023-05-18,"P49759, P49760, Q9HAZ1",HEAGNKNMQVIVMM-UHFFFAOYSA-N,Cn1cc(-c2ccc3occ(-c4cccc(-c5ccncc5)c4)c3n2)cn1,No,No,CHEMBL4754195,3445603,,Inhibitor,"8 nM, 20 nM, 12 nM",Biochemical assay,"84 nM, 91 nM, 23 nM",NanoBRET,Ki,,,MU140
JNJ-6204,4.0,3.0,1.0,No,https://www.chemicalprobes.org/jnj-6204,"CSNK1D, CSNK1E","Kinase, Kinase","CK1, CK1",2023-05-18,"P48730, P49674",WZMIWVZGYMKUDV-WFGJKAKNSA-N,[2H]C([2H])([2H])C1(C([2H])([2H])[2H])Cn2nc(-c3ccc(F)cn3)c(-c3ccnc4[nH]ncc34)c2CO1,No,No,CHEMBL5081774,3889447,,Inhibitor,"2.3 nM, 137 nM",ADP-Glo assay using recombinant proteins,"72 nM, 542 nM","BRET, PER2 translocation whole cell assay",IC50,Mouse,"1 mg/Kg IV, 5 mg/Kg PO",CANSAR3893768
Spastazolin,3.0,0.0,1.0,No,https://www.chemicalprobes.org/spastazolin,SPAST,Enzyme,ATPase,2022-10-05,Q9UBP0,HNOLTAKAPDKZRY-AWEZNQCLSA-N,CC(C)[C@@H]1CN(c2nc(Nc3cc(C(C)(C)C)[nH]n3)c3cc[nH]c3n2)CCN1,No,No,,3935384,,Inhibitor,99 ± 18 nM,Inhibition of recombinant h-spastin,~2-fold,"Phenotypic assay: ~2-fold increase in the number of cells with intercellular bridges compared with DMSO control, mimicking RNAi-mediated spastin knockdown  phenotype",,,,
TAK-243,3.3,3.3,3.0,No,https://www.chemicalprobes.org/tak-243,UBA1,Other post-translational modification,Ubiquitin-conjugating enzyme,2020-11-17,P22314,KJDAGXLMHXUAGV-DGWLBADLSA-N,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)[C@H](O)[C@@H]1O,No,Yes,CHEMBL4297405,613948,"www.doi.org/10.1038/nm.4474, www.doi.org/10.1016/j.str.2017.05.001, www.doi.org/10.1038/s41375-018-0167-0, https://pubmed.ncbi.nlm.nih.gov/29334375/, https://pubmed.ncbi.nlm.nih.gov/28578874, https://pubmed.ncbi.nlm.nih.gov/29884901",Inhibitor,">0.75 nM, 1 ± 0.2 nM","E1–UBL-dependent pyrophosphate exchange (PPiX) activity, UBCH10 E2 transthiolation assay",12-20 nM (48-72h),"Western blotting, Cellular thioester assays, Lys48 immunofluorescence assay in tumor tissue",EC50,Mouse,"12.5, 18.8, 25 mg/Kg",
CP-96345,2.3,0.0,3.0,No,https://www.chemicalprobes.org/cp-96345,TACR1,GPCR,NK-1 Receptor,2023-02-08,P25103,FLNYLINBEZROPL-NSOVKSMOSA-N,COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,No,No,CHEMBL16192,322202,,Antagonist,"0.2 nM, 0.4 nM","displacement of 125I-labelled substance P from cloned receptor expressed in CHO cells, Radioligand Binding Affinity of NK Antagonists in Membrane Preparations from HEK293 Cells Transiently Expressing hNK1-WT",4.0 nM,Inhibition of substance P induced IL-6 secretion in U-373 MG astrocytoma cells,Ki,,,CANSAR335710
3-AMINOBENZAMIDE,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/3-aminobenzamide,,,,2017-02-01,,GSCPDZHWVNUUFI-UHFFFAOYSA-N,NC(=O)c1cccc(N)c1,No,No,CHEMBL81977,67064,,,,,,,,,,
DDR-TRK-1,3.0,4.0,1.0,No,https://www.chemicalprobes.org/ddr-trk-1,"DDR1, DDR2, NTRK1, NTRK2, NTRK3","Kinase, Kinase, Kinase, Kinase, Kinase","Tyrosine kinase, Tyrosine kinase, Tyrosin kinase, Tyrosine kinase, Tyrosine kinase",2023-05-18,"Q08345, Q16832, P04629, Q16620, Q16288",CMJJZRAAQMUAFH-INIZCTEOSA-N,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@@H]4C)cc(C(F)(F)F)c2)cn1,No,No,CHEMBL4553037,3213765,,Inhibitor,"9.4 ± 1.7 nM, 4.7 ± 0.8 nM, 27 nM, 4.5 nM, 188 ± 23 nM, 43 nM, 100 ± 17.5 nM, 3.6 nM, 22 ± 0.5 nM, 2.9 nM, 18 ± 1.5 nM","LANCE ULTRA kinase assay, DiscoverX profiling, In an activity assay at RBC (10μM ATP)","104 nM, 175 nM, 448 nM, 14.2 nM",NanoBRET,IC50,"Mouse, Rat","4 mg/Kg, 1 mg/Kg, 20 mg/Kg",CANSAR3203052
TP-238,3.0,0.0,1.0,No,https://www.chemicalprobes.org/tp-238,"CECR2, BPTF","Epigenetic, Epigenetic","Bromodomain, Bromodomain",2023-05-18,"Q9BXF3, Q12830",MSIJJXOWLFOYIN-UHFFFAOYSA-N,CN(C)CCCOc1ccc(-c2cc(NCCCn3cccn3)nc(S(C)(=O)=O)n2)cc1,No,Yes,CHEMBL4461619,3156773,,Inhibitor,"30 nM, 10 nM, 350 nM, 120 nM","Alphascreen assay, ITC","289 nM, 228 nM","NanoBRET, FRAP assay shows significant inhibition",EC50,,,TP-422
TM-04-176-01,3.0,0.0,2.0,No,https://www.chemicalprobes.org/tm-04-176-01,"PIP4K2C, PIP4K2A, PIP4K2B","Kinase, Kinase, Kinase","Lipid kinase, Lipid Kinase, Lipid Kinase",2023-02-13,"Q8TBX8, P48426, P78356",KKMZWHRTQLNOCF-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc(-c2cncc(-c3cccc4[nH]ccc34)c2)cc1,No,No,CHEMBL4455633,3150449,,Inhibitor,"3.4 nM, 2000 ± 450 nM, 9400 ± 7100 nM","KdELECT binding assay, Transcreener assay",5 uM,CETSA,,,,
SGC-CK2-2,3.0,0.0,1.0,No,https://www.chemicalprobes.org/sgc-ck2-2,"CSNK2A1, CSNK2A2","Kinase, Kinase","Ser/Thr kinase, Ser/Thr kinase",2023-05-18,"P68400, P19784",HEVVNKYNJCSHFA-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)nc(NCc1ccccc1)c1ncncc12,No,No,,3929850,,Inhibitor,"3.0 nM, <1.0 nM",DiscoverX assay,"920 nM, 200 nM",NanoBRET,IC50,,,SGC-CK2-2N
MRK-990,3.0,0.0,1.0,No,https://www.chemicalprobes.org/mrk-990,"PRMT9, PRMT5","Epigenetic, Epigenetic","Methyltransferase, Methyltransferase",2023-05-18,"Q6P2P2, O14744",PYMRXCFAOAFTGR-DYVMYPEFSA-N,Cc1cn([C@@H]2O[C@H](CSCCNCc3cccnc3C(C)(C)C)[C@@H](O)[C@H]2O)c2ncnc(N)c12,Yes,No,,3935395,,Inhibitor,"10 nM, 30 nM",Biochemical assay,"145 nM, 519 nM","Inhibition of the methylation of SAP145 (PRMT9) after 2 days of treatment, Inhibition of methylation of Rme2/smBB (PRMT5) after 2 days of treatment",IC50,,,
MU1700,2.5,2.5,2.0,No,https://www.chemicalprobes.org/mu1700,"ACVRL1, ACVR1","Kinase, Kinase","TKL, TKL",2023-05-18,"P37023, Q04771",FFLJVBPCONQSQW-UHFFFAOYSA-N,c1ccc2c(-c3coc4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,No,No,CHEMBL5083143,3886767,,Inhibitor,"13 nM, 6 nM",Biochemical assay,"225 nM, 100 nM, 27 nM","NanoBRET, phosphorylation of SMAD1/5/8 in western blot","IC50, INH",Mouse,20 mg/Kg,MU1700NC
SGC-PI5P4Kg/MYLK-1,4.0,0.0,1.0,No,https://www.chemicalprobes.org/sgc-pi5p4kgmylk-1,"PIP4K2C, MYLK4","Kinase, Kinase","Lipid kinase, CAMK",2023-05-19,"Q8TBX8, Q86YV6",VGFHPNRWHOQLEB-UHFFFAOYSA-N,Nc1ncc2c(n1)-c1c([nH]c3ccc(C4=CCOCC4)cc13)CCC2,No,No,,3935396,,Inhibitor,"19 nM, 12 nM",DiscoverX scanMAX assay,"67 nM, 14 nM",NanoBRET,IC50,,,SGC-PI5P4Kγ/MYLK4-1N
LDN-57444,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ldn-57444,,,,2023-06-19,,OPQRFPHLZZPCCH-PGMHBOJBSA-N,CC(=O)O/N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,No,Yes,CHEMBL3407553,1660579,,,,,,,,,,
BAY-390,3.0,3.0,2.0,No,https://www.chemicalprobes.org/bay-390,TRPA1,Transient Receptor,,2022-02-20,O75762,IESAJAZKMLPVIB-VXGBXAGGSA-N,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(F)cc1,No,No,CHEMBL4514203,3173350,,Inhibitor,,,"16 nM, 82 nM","FLIPR Ca2+ assay (human TRAP1), Ephys (human TRPA1)",IC50,Rat,30-90 mg/Kg,BAY-9897
Pictilisib,2.8,2.5,4.0,No,https://www.chemicalprobes.org/pictilisib,"PIK3CA, PIK3CD","Lipid kinase, Lipid kinase","Class I, Class I",2015-12-10,"P42336, O00329",LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,No,No,CHEMBL521851,627580,"www.doi.org/10.1021/jm800295d, http://www.ncbi.nlm.nih.gov/pubmed/18754654",ATP-competitive inhibitor,"3 nM, 10.2 nM","Scintillation proximity assays, Scintillation proximity assay",28-46 nM,"Inhibition of protein substrate phosphorylation in MDA-MB-361, PC3, and U87MG cells.",IC 50,Mouse,75 ng/kg,
PALBOCICLIB,4.0,3.0,3.0,No,https://www.chemicalprobes.org/palbociclib,"CDK4, CDK6","Kinase, Kinase","CMGC, CMGC",2015-12-10,"P11802, Q00534",AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,No,No,CHEMBL189963,495280,"http://mct.aacrjournals.org/content/3/11/1427.long, http://www.ncbi.nlm.nih.gov/pubmed/15542782",ATP-competitive inhibitor,"11 nM, 16 nM",Inhibition of substrate-GST fusion phosphorylation,66 nM,Inhibition of Rb phosphorylation at Ser780 in MDA-MB-435 breast carcinoma cells,IC 50,,,
MRTX849,4.0,4.0,3.0,No,https://www.chemicalprobes.org/mrtx849,KRAS,Enzyme,GTPase ,2020-06-10,P01116,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,No,Yes,CHEMBL4594350,2948441,"https://doi.org/10.1021/acs.jmedchem.9b02052, www.doi.org/10.1158/2159-8290.CD-19-1167, https://pubmed.ncbi.nlm.nih.gov/32250617/, https://pubmed.ncbi.nlm.nih.gov/31658955/",Covalent Inhibitor,low uM,LCMS measurement of the pepsin-derived Cys12-containing peptide fragments,14 nM; 4.7 nM (24h),NCI-H358 cellular pERK inhibition at 3 h,IC50,Other,"3 mg/Kg IV, 3 to 100 mg/Kg PO",Compound-21
AMG-510,4.0,4.0,3.0,No,https://www.chemicalprobes.org/amg-510,KRAS,Enzyme,GTPase,2020-06-10,P01116,NXQKSXLFSAEQCZ-SFHVURJKSA-N,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,No,Yes,CHEMBL4535757,2942155,"https://doi.org/10.1021/acs.jmedchem.9b01180, https://doi.org/10.1038/s41586-019-1694-1, https://pubmed.ncbi.nlm.nih.gov/31820981/, https://pubmed.ncbi.nlm.nih.gov/31666701/",Covalent Inhibitor,9900 ± 1800  M–1 s–1,Mass Spectroscopy (Kinact/Ki),68 nM,ERK1/2 phosphorylation assay,IC 50,Other,"1 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 30 and 100 mg/Kg PO",Compound-8
CST967,3.0,0.0,1.0,No,https://www.chemicalprobes.org/cst967,USP7,Enzyme,Peptidase,2022-08-03,Q93009,QIMGOEDDLLNUNK-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(C(=O)CCc5ccc(NC(=O)c6ccc(C(=O)NC7(O)CCN(C(=O)OCc8ccccc8)CC7)c(Cl)c6)cc5)CC4)cc3C2=O)C(=O)N1,No,Yes,,3872896,,Degrader (PROTAC),1600 nM,Fluorogenic substrate (Ub-AMC) assay,17 nM,western blot analysis performed in the multiple myeloma cell line MM.1S with Dmax of 85% reached in 24h,DC50,,,
MRK952,3.0,0.0,1.0,No,https://www.chemicalprobes.org/mrk952,NUDT5,Epigenetic,Nudix hydrolase,2023-06-12,Q9UKK9,CAPZLSKZPWSIKV-LJQANCHMSA-N,Cn1cnc2ncnc(N3CC[C@@]4(CCN(c5ccc(C(F)(F)F)c(Cl)c5)C4)C3)c21,No,No,,3935412,,Inhibitor,"85 nM, 31 ± 18 nM","AMP-GLO assay, SPR",23.5 ± 4 nM,NanoBRET,EC50,,,
JNJ-9350,3.0,2.5,2.0,No,https://www.chemicalprobes.org/jnj-9350,SMOX,Enzyme,Oxidase,2023-05-18,Q9NWM0,RIGHCDSORZCRDE-UHFFFAOYSA-N,O=C(NCCCn1ccnc1)c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1,No,No,CHEMBL5094181,3895457,,Inhibitor,"10 nM, 9.9 nM","SMOX enzymatic assay using HyPerBlu, Horseradish Peroxidase (HRP) Fluorescence Assay",1200 nM,CETSA: 91 - 108 % recovery of SMOX (54 °C),IC50,Mouse,"2 mg/Kg IV, 10 mg/Kg",CANSAR3894094
ERKi,3.0,2.0,3.0,No,https://www.chemicalprobes.org/erki,"MAPK1, MAPK3","Kinase, Kinase","CMGC, CMGC",2022-01-31,"P28482, P27361",RAXZSEGXMBWYQK-SNVBAGLBSA-N,C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1,No,No,CHEMBL4538174,3196879,,Inhibitor,"1.8 nM, 4 nM","ERK Biochemical Assay, Invitrogen kinase screen (MAPK1)","280 nM, 850 nM, 91-305, 6690 nM","Inhibition of RSK phosphorylation (pRSK A375SM), NanoBRET (MAPK1), Anti proliferation assay IC50s: 
Colo 205 - 91 nM
A375SM - 214 nM
SK-MEL 30 - 305 nM
Lovo - 201 nM, NanoBRET",IC50,"Rat, Dog","1 mg/Kg PO, 0.5 mg/Kg IV, 0.5 mg/Kg PO, 0.25 mg/Kg IV",ERKi-NC
DORAMAPIMOD,1.5,1.5,2.0,No,https://www.chemicalprobes.org/doramapimod,MAPK14,Kinase,CMGC,2022-06-08,Q16539,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,No,No,CHEMBL103667,792243,,Inhibitor,"38 nM, 0.45 nM, 8 nM","Biochemical assay, Competition binding assay, Fluorescence assay, measured after 2 h; apparent inhibitory potency of BIRB 796 as a function of the preincubation time in a standard IC50 experiment ranges from 97 nM to 8 nM after 2 h .",780 nM,inhibitin of TNF-α in human whole blood,EC50,"Mouse, Rat","1 mg/Kg (IV), 10 mg/Kg (PO)",
GNE-3511,3.0,3.0,3.0,No,https://www.chemicalprobes.org/gne-3511,MAP3K12,Protein kinase,STE,2021-02-03,Q12852,RHFIAUKMKYHHFA-UHFFFAOYSA-N,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,No,No,CHEMBL3393333,466313,"www.doi.org/10.1021/jm5013984, www.doi.org/10.1021/acs.jmedchem.5b01072, https://pubmed.ncbi.nlm.nih.gov/25341110/, https://pubmed.ncbi.nlm.nih.gov/26431428/",Inhibitor,0.5 nM,DLK Biochemical Assay,30 nM,In cell substrate protein phosphorylation assay,IC50,Other,"0.4-1 mg/kg (IV), 5 mg/Kg (PO)",
GSK-J4,3.3,3.0,3.0,No,https://www.chemicalprobes.org/gsk-j4,"KDM6A, KDM6B","Epigenetic, Epigenetic","Lysine demethylase, Lysine demethylase",2015-11-04,"O15550, O15054",WBKCKEHGXNWYMO-UHFFFAOYSA-N,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,No,No,CHEMBL3183531,387221,"www.doi.org/10.1038/nature11262, http://www.ncbi.nlm.nih.gov/pubmed/22842901",Inhibitor,60 nM,Alpha screen,9000 nM,Inhibition of TNF alpha release in primary human macrophages,IC 50,,,GSK-J5
JNJ-4355,0.0,0.0,0.0,No,https://www.chemicalprobes.org/jnj-4355,MCL1,Other,BCL2 family,2023-10-04,Q07820,LUVOYGUFQRWXGQ-UHFFFAOYSA-N,COCCOCCn1nc(C)c2c1CSCc1cc(n(C)n1)CCc1cc(c3ccc(F)cc3c1)OCCCn1c(C(=O)O)c(C)c3c-2c(Cl)ccc31,Yes,No,,3935431,,Inhibitor,0.015 nM,HTRF assay,"AC50: 12 nM, AC50: 69 nM","Caspase Glo MOLP-8 assay, Caspase Glo KMS12PE assay",,"Mouse, Rat",1 mg/Kg,JNJ-78732576
SGC-CAF382-1,0.0,0.0,0.0,No,https://www.chemicalprobes.org/sgc-caf382-1,CDKL5,Kinase,CMGC,2023-10-04,O76039,MCLDWKVRXDHDEI-UHFFFAOYSA-N,CC(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,No,No,,3935429,,Inhibitor,6.7 nM,ADP Glo Assay,10 nM,NanoBRET,IC50,Mouse,2.29 mg/kg,SGC-CAF268-1N
TDI-10229,2.0,2.0,1.0,No,https://www.chemicalprobes.org/tdi-10229,ADCY10,Enzyme,Adenylyl Cyclase,2023-08-10,Q96PN6,VSMTYSWGHKYXOF-UHFFFAOYSA-N,Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,No,No,CHEMBL4854762,3453318,,Inhibitor,195 nM,In-Vitro Cyclase Activity Assay,92 nM,cAMP accumulation assay,IC50,Mouse,"20 mg/kg, 20 mg/Kg",CANSAR3453338
CDD-1653,0.0,0.0,0.0,No,https://www.chemicalprobes.org/cdd-1653,BMPR2,Kinase,TKL,2023-08-10,Q13873,MHMPZSOMHQSWEN-UHFFFAOYSA-N,COc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1N1CCN(c2ccccc2)C(=O)C1,No,No,,3935433,,Inhibitor,2.8 nM,Kinase-Glo Assay using recombinant BMPR2,"6920 nM, 25 µM","Inhibition of BMP-stimulated luciferase transactivation in HEK293T BMP reporter (293T BRE-R) cells treated with 5 ng/mL BMP2 for 6 h, cells were pretreated with 25 μM CDD-1653 for 30 min followed by stimulation with 5 ng/mL BMP2 for 15 min. as used to detect phosphorylated SMAD1/5., Cells were pretreated with 25 μM CDD-1653 followed by stimulation with 0.5 ng/mL BMP9 for 15 min. Western blot detection of phosphorylated SMAD1/5 (pSMAD1/5)","IC50, Activity",,,
QC-01-175,2.3,0.0,3.0,No,https://www.chemicalprobes.org/qc-01-175,MAPT,Extracellular protein,Microtubule Associated Protein ,2023-08-10,P10636,NWTCZTAQSRLSCP-UHFFFAOYSA-N,O=C(CCc1ccc2c(c1)[nH]c1ccncc12)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,No,Yes,CHEMBL4465176,3160151,,Degrader (PROTAC),1.2 µM,"BLI measuring the interaction with wild-type tau, or mutant tau: A152T (KD1.7 μM) and P301L (KD2.5 μM)",70-80%,Reduction in total tau and P-tau levels followed by western blotting after 24h treatment,Dmax,,,QC-03-075
TC-G-1008,3.0,2.5,2.0,No,https://www.chemicalprobes.org/tc-g-1008,GPR39,GPCR,,2023-08-10,O43194,DRSZMILOMUPIBJ-UHFFFAOYSA-N,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1,No,No,CHEMBL3342358,1902215,,Agonist,,,"60 nM, 20 nM, 0.8 nM","cAMP assay (64% of efficiency) with hGPR39, Cytokine assay: Caspase 3/7 activity was measured in cytokine-treated rat insulinoma INS-1E cells, GLP1 secretion assay, IP1 assay with hGPR39",EC50,Mouse,"10, 30. 100 mg/Kg",
TIVOZANIB,2.0,2.0,1.0,No,https://www.chemicalprobes.org/krn-951,"FLT1, KDR, FLT4","Kinase, Kinase, Kinase","Tyrosine kinase, Tyrosine kinase, Tyrosine kinase",2023-08-10,"P17948, P35968, P35916",SPMVMDHWKHCIDT-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,No,No,CHEMBL1289494,436369,,Inhibitor,"30.6 nM, 6.5 nM, 15 nM",activity based assay,"0.21 nM, 0.16 nM, 0.24 nM","ligand-induced VEGFR1 receptor phosphorylation, followed by immunoprecipitation and immunoblotting, ligand-induced VEGFR2 receptor phosphorylation, followed by immunoprecipitation and immunoblotting, ligand-induced VEGFR3 receptor phosphorylation, followed by immunoprecipitation and immunoblotting",IC50,Rat,"0.04 mg/Kg, 0.2 mg/Kg, 1 mg/Kg, 5 mg/mL",
ALISERTIB,0.0,0.0,0.0,No,https://www.chemicalprobes.org/alisertib,AURKA,Kinase,Ser/Thr Kinase,2023-08-10,O14965,ZLHFILGSQDJULK-UHFFFAOYSA-N,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,No,No,CHEMBL483158,721492,,Inhibitor,"3.5 nM, 1.2 nM","Radiometric assays containing 100 μM [γ-32P] ATP and quantified by p81 phosphocellulose assay and scintillation counting, Assayed using recombinant protein",6.7 nM,Levels of autophosphorylation of Aurora A on threonine 288,IC50,Mouse,"5, 10, 30 mg/Kg",
JNK3-IN-8,2.3,2.0,3.0,No,https://www.chemicalprobes.org/jnk3-in-8,MAPK10,Kinase,CMGC,2023-08-10,P53779,CWLAIOPWFOOJHQ-QHCPKHFHSA-N,CNC(=O)Oc1cc(F)c2nc(-c3ccc4ccccc4c3)n(-c3ccnc(N[C@H]4CCCN(C(=O)C5CC5)C4)n3)c2c1,No,No,,3935434,,Inhibitor,21 nM,Enzymatic assay,"Fold decrease = 2, >85% @ 24h, 20 µM","Inhibition of JNK3 activation induced by Aβ, by measuring reduction in c-Jun phosphorylation levels, Cell viability assay (MTT assay), Western blot assessing c-Jun phosphorylation induced by anisomycin",,Mouse,3 mg/Kg,
AZD-4017,3.0,0.0,1.0,No,https://www.chemicalprobes.org/azd-4017,HSD11B1,Enzyme,Dehydrogenase,2023-08-10,P28845,NCDZABJPWMBMIQ-INIZCTEOSA-N,CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,No,No,CHEMBL2153191,278210,,Inhibitor,7 nM,cortisol competitive homogeneous time-resolved fluorescence assay (HTRF) assay,2 nM,Measurement of 11-βHSD1 Activity in Isolated Human Adipocytes using radiolabelled steroids.,IC50,"Mouse, Rat, Dog",,
Firazorexton,4.0,3.5,2.0,No,https://www.chemicalprobes.org/firazorexton,HCRTR2,GPCR,Orexin receptor,2023-08-10,O43614,VOSAWOSMGPKQEQ-OALUTQOASA-N,CC(C)(O)C(=O)N1CC[C@H](NS(C)(=O)=O)[C@@H]1Cc1cccc(-c2cc(F)cc(F)c2)c1F,No,No,,3935413,,Agonist,85 nM,"Radioligand Binding Assay (Saturation Binding assay), Bmax of 4.03 pmol/mg protein","19 nM, 37 nM, 170 nM, 100 nM, 19.7 nM","calcium mobilization assay in hOX2R/CHO-K1 cells, IP1 production activation assay, Induction of phosphorylation of ERK1/2, Increased β-arrestin recruitment, Patch clamp assay",EC50,Mouse,"10 mg/Kg, 30 mg/Kg, 3 mg/Kg",
PF-06263276,2.0,1.5,2.0,No,https://www.chemicalprobes.org/pf-06263276,"JAK1, JAK2, JAK3, TYK2","Kinase, Kinase, Kinase, Kinase","Tyrosine kinase, Tyrosine kinase, Tyrosine kinase, Tyrosine kinase",2023-06-14,"P23458, O60674, P52333, P29597",XDJGNPSZQSWJCV-UHFFFAOYSA-N,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1,No,No,CHEMBL3644620,874973,,Inhibitor,"2.2 nM, 23.1 nM, 59.9 nM, 29.7 nM",Caliper microfluidic assays measuring the potency of inhibition of phosphorylation of a peptide substrate at 1 mM ATP concentration,"70.3 nM, 620 nM, 1800 nM, 2100 nM, 4200 nM, 5200 nM","inhibition of interferon γ (IFNγ) release following stimulation with interleukin 2 (IL2), inhibition of STAT phosphorylation induced by IFNalpha, inhibition of STAT phosphorylation induced by IL-4, inhibition of STAT phosphorylation induced by IL-6, inhibition of STAT phosphorylation induced by IL-23, inhibition of STAT phosphorylation induced by GM-CSF",IC50,"Rat, Dog","0.5 mg/kg, 1 mg/Kg, 0.1 mg/Kg",
ABEMACICLIB,2.5,3.0,2.0,No,https://www.chemicalprobes.org/abemaciclib,"CDK4, CDK6","Kinase, Kinase","CMGC, CMGC",2023-06-12,"P11802, Q00534",UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,No,No,CHEMBL3301610,718414,,Inhibitor,"2 nM, 0.6 nM, 10 nM, 2.4 nM",radiometric-filter binding assay,"120 nM, 72 nM, 60 nM, 20 nM, 90 nM","concentration-dependent inhibition of p-Rb, G1 arrest, pRb inhibition (pSer780), Cell viability","IC50, EC50",Mouse,>12.5 mg/Kg,
OSMI-4,0.0,0.0,0.0,No,https://www.chemicalprobes.org/osmi-4,OGT,Enzyme,Glycosyltransferase,2023-06-12,O15294,STPSLAZMEWZDAJ-AREMUKBSSA-N,CCOC(=O)CN(Cc1cccs1)C(=O)[C@H](NS(=O)(=O)c1cc2ccc(=O)[nH]c2cc1Cl)c1ccccc1OC,No,No,,3935408,,Inhibitor,8 nM,MST (microscale thermophoresis) of active form 4a,~3000 nM,O-GlcNAcylation levels after 24h treatment,EC50,,,
ARUK2002821,0.0,0.0,0.0,No,https://www.chemicalprobes.org/aruk2002821,PIP4K2A,Kinase,PIP family,2023-06-12,P48426,DZIHITUUUPJMOQ-UHFFFAOYSA-N,COc1ccc(Nc2ncnc3c2ccn3-c2ccc(C)c(C)c2)cc1Cl,Yes,No,,3929995,,Inhibitor,10 nM,ADP-Glo assay,250 nM,InCELL Pulse thermal stabilisation assay (DiscoverX),IC50,,,
